id_menage,region,milieu,taille_menage,nb_enfants_moins_15,ratio_dependance,sexe_chef_menage,age_chef_menage,niveau_education_chef,materiau_toit,materiau_mur,source_eau_potable,possede_terre,superficie_terre_ha,nb_bovins,nb_petits_ruminants,nb_volailles,possede_telephone,possede_radio,possede_velo,possede_moto,distance_marche_km,score_consommation_alimentaire,depenses_mensuelles_pc_fcfa,vulnerable
632,Centre-Nord,Rural,6,3,1.0,Femme,47,Secondaire,Tole,Banco (terre),Puits non protege,1,0.71,0,4,6,1,1,1,0,5.6,73,45029.0,0
633,Sahel,Urbain,7,4,1.33,Homme,47,Superieur,Dur (beton/tuile),Banco (terre),Puits protege/Forage,0,0.0,2,3,2,1,1,1,0,3.8,45,21527.0,0
634,Est,Rural,4,2,1.0,Homme,48,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.43,2,6,9,1,0,1,0,7.4,58,21882.0,0
635,Sahel,Urbain,5,3,1.5,Homme,23,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,5.02,2,2,8,1,1,1,1,7.7,40,35729.0,0
636,Sahel,Urbain,11,4,0.57,Homme,50,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,1.85,0,3,5,1,0,1,0,10.4,61,20967.0,0
637,Nord,Urbain,5,2,0.67,Femme,47,Primaire,Tole,Brique de ciment,Puits non protege,1,0.48,2,4,3,0,1,0,0,5.8,63,19464.0,1
638,Centre-Nord,Rural,14,6,0.75,Homme,57,Aucun,Chaume/Paille,Dur,Robinet/Eau courante,0,0.0,0,1,3,1,0,1,0,8.6,25,32532.0,0
639,Centre-Nord,Rural,13,7,1.17,Femme,53,Secondaire,Chaume/Paille,Brique de ciment,Puits non protege,0,0.0,0,1,6,1,0,0,0,,41,22165.0,1
640,Centre-Nord,Urbain,8,3,0.6,Homme,42,Primaire,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,1.45,0,2,9,0,1,1,1,4.0,49,46620.0,0
641,Centre-Nord,Rural,9,4,0.8,Homme,58,Aucun,Tole,Banco (terre),Puits protege/Forage,1,1.44,0,3,5,0,1,1,1,18.6,44,21812.0,1
642,Centre-Nord,Rural,12,7,1.4,Femme,41,Superieur,Chaume/Paille,Banco (terre),Puits protege/Forage,1,3.01,2,3,4,1,0,0,0,6.9,66,18609.0,1
643,Sahel,Rural,8,3,0.6,Homme,48,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,1.55,6,6,6,1,0,1,1,4.7,42,26845.0,1
644,Sahel,Urbain,6,4,2.0,Femme,41,Aucun,Tole,Banco (terre),Puits non protege,1,3.77,2,6,10,1,1,1,0,1.5,63,32727.0,1
645,Nord,Urbain,8,4,1.0,Femme,51,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.04,2,6,7,1,0,0,1,3.9,60,31074.0,0
646,Centre-Nord,Urbain,12,5,0.71,Homme,40,Aucun,Tole,Banco (terre),Puits non protege,0,0.0,0,1,7,1,1,0,1,19.2,50,34287.0,1
647,Sahel,Urbain,2,1,1.0,Homme,66,Superieur,Tole,Banco (terre),Puits non protege,1,1.62,1,3,7,0,0,1,1,2.4,64,20975.0,0
648,Nord,Rural,11,5,0.83,Homme,71,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.77,0,4,10,0,0,0,0,18.5,27,44845.0,1
649,Nord,Rural,8,3,0.6,Femme,56,Aucun,Tole,Dur,Puits non protege,1,1.01,3,3,6,1,0,1,1,9.8,51,12773.0,0
650,Sahel,Rural,4,2,1.0,Femme,65,Primaire,Chaume/Paille,Brique de ciment,Puits non protege,1,2.06,2,5,5,1,0,1,0,6.4,40,18932.0,1
651,Est,Urbain,6,3,1.0,Homme,25,Secondaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,7,8,1,1,0,0,4.1,50,27372.0,0
652,Boucle du Mouhoun,Rural,9,4,0.8,Homme,27,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,2.1,0,3,6,0,1,1,0,13.5,44,19659.0,1
653,Nord,Urbain,3,1,0.5,Homme,41,Secondaire,Chaume/Paille,Dur,Puits protege/Forage,1,0.61,1,5,9,0,0,1,0,4.5,53,23403.0,0
654,Sahel,Urbain,4,2,1.0,Homme,46,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.47,0,7,8,0,0,1,0,2.5,52,17296.0,1
655,Centre-Nord,Rural,8,4,1.0,Femme,42,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.74,4,5,8,1,0,0,1,7.9,54,24498.0,0
656,Est,Rural,9,5,1.25,Femme,24,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,0.44,0,10,6,1,1,0,0,15.0,55,33136.0,0
657,Centre-Nord,Rural,6,4,2.0,Homme,60,Secondaire,Tole,Brique de ciment,Puits protege/Forage,1,0.2,3,6,7,1,1,1,0,27.0,61,21142.0,0
658,Est,Urbain,4,2,1.0,Homme,73,Aucun,Tole,Banco (terre),Puits non protege,1,2.31,2,2,5,1,0,0,0,9.2,32,18114.0,1
659,Nord,Urbain,7,4,1.33,Homme,62,Aucun,Tole,Dur,Puits protege/Forage,1,0.67,0,7,11,1,1,1,0,15.1,60,21864.0,0
660,Est,Urbain,8,5,1.67,Homme,59,Aucun,Tole,Banco (terre),Puits non protege,1,2.48,0,6,4,1,1,0,1,9.1,28,44212.0,1
661,Sahel,Rural,11,6,1.2,Homme,48,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,0,0.0,0,5,4,1,1,1,1,13.0,7,44047.0,1
662,Boucle du Mouhoun,Rural,9,6,2.0,Femme,34,Primaire,Tole,Banco (terre),Puits protege/Forage,1,1.73,1,7,6,1,1,1,1,11.7,84,21695.0,0
663,Sahel,Rural,3,1,0.5,Homme,46,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,0,0.0,0,3,8,1,0,1,1,10.8,37,33817.0,0
664,Sahel,Rural,5,3,1.5,Homme,72,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,2.22,1,4,8,1,0,1,1,7.0,45,26682.0,1
665,Est,Rural,5,2,0.67,Homme,40,Primaire,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,2.52,2,4,6,0,1,0,0,9.4,22,47946.0,0
666,Centre-Nord,Rural,12,4,0.5,Homme,39,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,2.45,1,5,7,1,0,1,0,13.2,45,29325.0,0
667,Centre-Nord,Urbain,11,7,1.75,Homme,59,Primaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,4,6,6,0,0,1,0,6.8,55,24570.0,1
668,Boucle du Mouhoun,Rural,7,3,0.75,Femme,60,Aucun,Chaume/Paille,Brique de ciment,Robinet/Eau courante,0,0.0,0,5,7,1,1,1,0,5.3,56,,0
669,Est,Rural,11,7,1.75,Homme,34,Aucun,Chaume/Paille,Dur,Puits protege/Forage,1,0.75,0,4,5,1,1,0,1,14.9,33,17753.0,0
670,Est,Urbain,12,7,1.4,Homme,42,Primaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,4,7,7,1,1,1,1,8.0,45,31059.0,0
671,Sahel,Rural,7,4,1.33,Homme,38,Primaire,Chaume/Paille,Brique de ciment,Puits non protege,1,1.28,0,3,5,1,1,0,0,14.5,58,49748.0,1
672,Nord,Urbain,6,4,2.0,Homme,46,Aucun,Tole,Dur,Puits non protege,0,0.0,4,5,7,1,0,1,0,2.4,56,36307.0,0
673,Boucle du Mouhoun,Urbain,8,4,1.0,Homme,59,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,4.65,0,2,5,1,1,0,1,1.4,54,19086.0,0
674,Centre-Nord,Urbain,5,3,1.5,Homme,35,Aucun,Tole,Banco (terre),Puits non protege,1,2.38,1,5,10,0,1,1,1,4.5,64,18629.0,1
675,Nord,Urbain,11,6,1.2,Homme,59,Primaire,Tole,Brique de ciment,Puits non protege,1,0.99,2,5,3,1,0,0,1,7.0,50,14274.0,0
676,Est,Rural,3,2,2.0,Femme,46,Aucun,Chaume/Paille,Brique de ciment,Puits non protege,1,0.36,0,3,5,0,0,0,1,17.7,74,52434.0,1
677,Boucle du Mouhoun,Urbain,6,3,1.0,Homme,75,Aucun,Tole,Banco (terre),Robinet/Eau courante,1,1.78,0,2,5,1,1,1,1,6.4,47,16158.0,0
678,Est,Rural,10,4,0.67,Homme,49,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,0.41,0,5,8,1,0,0,0,21.5,63,37087.0,0
679,Sahel,Rural,5,2,0.67,Homme,44,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,5.05,0,7,4,1,1,1,0,7.8,64,14158.0,0
680,Est,Rural,4,2,1.0,Femme,52,Aucun,Tole,Banco (terre),Robinet/Eau courante,1,1.52,0,3,9,1,0,1,0,11.7,26,85024.0,0
681,Sahel,Rural,6,3,1.0,Homme,41,Primaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,2,5,1,1,1,0,5.1,59,14635.0,1
682,Sahel,Urbain,14,6,0.75,Femme,22,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.5,0,7,2,1,1,0,1,9.7,42,27423.0,1
683,Sahel,Rural,9,5,1.25,Homme,42,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,2.34,2,4,5,1,1,1,1,17.1,36,46417.0,1
684,Est,Rural,7,4,1.33,Femme,42,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,3.47,2,4,6,0,0,0,0,10.7,45,19607.0,1
685,Nord,Rural,9,5,1.25,Homme,24,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,3,6,5,1,0,1,0,6.0,55,34672.0,1
686,Est,Urbain,9,6,2.0,Homme,44,Aucun,Dur (beton/tuile),Banco (terre),Robinet/Eau courante,0,0.0,0,6,7,1,1,0,0,5.4,27,23699.0,1
687,Est,Rural,7,4,1.33,Homme,18,Secondaire,Tole,Banco (terre),Puits non protege,0,0.0,1,7,10,1,0,1,0,7.7,52,32038.0,0
688,Boucle du Mouhoun,Urbain,6,4,2.0,Homme,40,Primaire,Dur (beton/tuile),Banco (terre),Puits non protege,1,1.18,2,6,10,1,1,1,1,4.0,49,43754.0,0
689,Centre-Nord,Urbain,11,6,1.2,Homme,48,Secondaire,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,0.78,0,5,6,1,1,0,1,5.3,69,22186.0,0
690,Nord,Rural,5,2,0.67,Homme,46,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,0.89,0,6,7,1,1,0,1,5.9,42,52765.0,0
691,Est,Urbain,8,5,1.67,Homme,40,Aucun,Dur (beton/tuile),Dur,Puits protege/Forage,1,5.13,0,3,4,1,0,1,0,6.3,71,31527.0,0
692,Boucle du Mouhoun,Rural,3,1,0.5,Homme,44,Primaire,Tole,Banco (terre),Puits non protege,0,0.0,0,4,3,1,0,0,1,7.9,58,64654.0,0
693,Sahel,Rural,9,4,0.8,Homme,35,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,3.7,1,3,4,1,1,1,1,11.3,51,,1
694,Est,Urbain,11,5,0.83,Homme,45,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.04,0,4,7,1,1,0,1,7.3,72,20152.0,1
695,Boucle du Mouhoun,Urbain,6,3,1.0,Femme,46,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,2.75,0,3,8,1,0,0,0,2.4,83,24233.0,0
696,Nord,Rural,3,2,2.0,Homme,33,Aucun,Tole,Banco (terre),Puits protege/Forage,1,0.73,2,0,6,0,1,1,0,8.3,49,15589.0,1
697,Centre-Nord,Rural,8,3,0.6,Homme,48,Aucun,Dur (beton/tuile),Banco (terre),Robinet/Eau courante,1,1.35,1,3,6,0,1,1,0,8.2,40,40809.0,0
698,Nord,Rural,8,5,1.67,Femme,48,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,0,0.0,1,4,4,1,1,0,0,9.2,59,26001.0,0
699,Nord,Rural,10,4,0.67,Homme,43,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,4.74,0,5,8,1,1,1,0,16.1,29,16063.0,1
700,Est,Urbain,7,3,0.75,Homme,76,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,0.85,0,3,7,1,1,1,1,3.2,31,18578.0,0
701,Sahel,Rural,5,2,0.67,Homme,43,Secondaire,Tole,Brique de ciment,Puits protege/Forage,1,2.54,2,7,5,1,0,1,0,8.3,73,18188.0,0
702,Est,Urbain,3,1,0.5,Homme,41,Primaire,Tole,Brique de ciment,Puits protege/Forage,0,0.0,0,8,5,1,0,1,0,7.3,61,40768.0,0
703,Sahel,Rural,11,6,1.2,Homme,40,Aucun,Chaume/Paille,Brique de ciment,Puits non protege,1,0.55,2,2,4,0,1,1,0,9.6,38,33048.0,1
704,Centre-Nord,Urbain,6,2,0.5,Homme,32,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,3.72,3,2,3,1,1,0,1,9.5,102,25345.0,0
705,Est,Urbain,8,3,0.6,Femme,54,Secondaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,4.02,0,12,6,1,1,0,0,7.2,30,22825.0,1
706,Nord,Urbain,5,2,0.67,Homme,36,Primaire,Tole,Banco (terre),Puits non protege,1,1.92,0,4,8,1,1,0,0,4.3,62,24163.0,0
707,Centre-Nord,Rural,9,5,1.25,Homme,38,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.69,7,3,7,1,0,0,1,9.9,39,59964.0,0
708,Centre-Nord,Rural,4,3,3.0,Homme,38,Secondaire,Chaume/Paille,Brique de ciment,Puits non protege,1,0.3,2,4,6,1,1,1,0,15.1,80,24215.0,1
709,Est,Rural,8,4,1.0,Homme,32,Aucun,Tole,Banco (terre),Puits non protege,0,0.0,0,1,7,1,0,0,0,6.0,44,39573.0,1
710,Est,Rural,5,3,1.5,Femme,22,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.32,0,0,9,0,1,1,1,6.2,47,23198.0,1
711,Boucle du Mouhoun,Rural,10,6,1.5,Homme,39,Aucun,Tole,Banco (terre),Puits non protege,1,0.75,0,1,4,0,1,0,0,6.5,23,57361.0,1
712,Nord,Rural,5,2,0.67,Homme,56,Aucun,Tole,Banco (terre),Robinet/Eau courante,1,3.03,3,3,6,0,1,1,0,8.4,85,15543.0,0
713,Centre-Nord,Urbain,4,1,0.33,Homme,48,Aucun,Tole,Banco (terre),Robinet/Eau courante,1,0.46,2,7,9,1,1,1,1,4.8,42,38683.0,0
714,Boucle du Mouhoun,Rural,8,4,1.0,Femme,65,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.42,3,8,4,1,0,1,0,16.2,60,19116.0,0
715,Centre-Nord,Urbain,11,5,0.83,Homme,55,Aucun,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,2.38,0,5,4,1,1,1,0,3.7,52,72837.0,0
716,Sahel,Rural,3,1,0.5,Femme,52,Primaire,Dur (beton/tuile),Banco (terre),Puits non protege,1,2.12,4,3,3,1,0,1,0,5.5,43,36820.0,0
717,Nord,Urbain,7,3,0.75,Homme,69,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.82,0,4,8,1,1,1,0,11.1,16,12498.0,1
718,Sahel,Rural,5,2,0.67,Homme,44,Secondaire,Dur (beton/tuile),Banco (terre),Puits non protege,1,2.76,1,2,4,0,0,1,0,7.5,48,17692.0,0
719,Nord,Rural,12,6,1.0,Homme,46,Aucun,Tole,Brique de ciment,Robinet/Eau courante,0,0.0,0,3,5,1,1,1,0,12.5,48,36619.0,0
720,Boucle du Mouhoun,Rural,7,3,0.75,Homme,45,Primaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.18,2,8,4,1,0,0,0,13.9,57,36171.0,0
721,Nord,Urbain,5,2,0.67,Homme,65,Aucun,Tole,Dur,Puits non protege,0,0.0,0,6,8,1,0,1,1,6.3,86,34976.0,0
722,Est,Rural,6,4,2.0,Homme,45,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.91,3,3,6,0,1,1,1,9.2,62,28867.0,1
723,Sahel,Rural,4,2,1.0,Homme,37,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,2,6,1,1,0,1,6.9,66,23306.0,0
724,Boucle du Mouhoun,Rural,11,4,0.57,Homme,53,Primaire,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,3.37,3,4,11,1,0,0,0,6.8,47,,0
725,Sahel,Urbain,4,2,1.0,Homme,34,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,0.57,0,4,2,1,1,0,0,10.2,31,18236.0,1
726,Sahel,Rural,12,5,0.71,Homme,52,Primaire,Tole,Banco (terre),Puits protege/Forage,1,1.26,0,4,7,0,1,1,0,10.9,48,27558.0,1
727,Sahel,Rural,5,2,0.67,Homme,50,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,0.6,4,2,10,1,1,1,0,14.2,40,20352.0,1
728,Sahel,Rural,8,3,0.6,Homme,43,Aucun,Tole,Brique de ciment,Robinet/Eau courante,0,0.0,2,4,8,1,1,1,0,7.7,51,19634.0,0
729,Est,Urbain,4,2,1.0,Homme,52,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,1.73,3,5,4,0,0,1,0,11.5,44,21883.0,0
730,Nord,Rural,8,5,1.67,Femme,26,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.71,2,6,9,1,0,0,1,18.3,25,19325.0,1
731,Est,Rural,16,10,1.67,Homme,47,Primaire,Tole,Brique de ciment,Robinet/Eau courante,1,1.15,0,4,7,1,0,1,0,5.9,72,34454.0,1
732,Sahel,Urbain,11,6,1.2,Homme,39,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,2.05,3,3,10,0,1,0,0,2.0,50,13846.0,1
733,Sahel,Rural,9,5,1.25,Homme,82,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,3.02,2,4,11,1,0,1,1,12.9,47,32662.0,0
734,Est,Rural,6,3,1.0,Femme,47,Primaire,Tole,Dur,Puits protege/Forage,0,0.0,2,6,5,0,0,1,0,10.0,34,20223.0,0
735,Sahel,Rural,7,4,1.33,Homme,37,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,4.16,5,5,3,1,0,1,1,8.6,44,27274.0,0
736,Nord,Rural,7,4,1.33,Homme,27,Secondaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.68,3,0,7,1,1,1,1,13.8,38,24957.0,0
737,Sahel,Rural,6,3,1.0,Homme,62,Aucun,Tole,Brique de ciment,Robinet/Eau courante,1,2.4,0,4,10,1,0,1,0,7.3,33,,0
738,Est,Rural,6,3,1.0,Homme,40,Primaire,Tole,Banco (terre),Puits non protege,1,1.08,3,5,6,1,1,1,0,7.5,55,46439.0,0
739,Est,Urbain,10,6,1.5,Femme,35,Primaire,Tole,Banco (terre),Puits protege/Forage,1,2.16,0,3,6,0,1,0,1,2.1,44,22768.0,0
740,Est,Urbain,10,5,1.0,Homme,49,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.01,0,6,3,1,1,1,1,10.7,64,36922.0,1
741,Sahel,Rural,10,4,0.67,Homme,53,Aucun,Tole,Banco (terre),Puits protege/Forage,1,1.2,0,1,7,1,1,1,1,5.8,46,37137.0,1
742,Sahel,Rural,6,2,0.5,Homme,53,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,3.1,0,2,5,1,1,1,0,13.8,54,23798.0,0
743,Centre-Nord,Rural,7,3,0.75,Femme,45,Primaire,Chaume/Paille,Brique de ciment,Puits non protege,1,2.31,0,6,7,1,1,0,1,11.9,53,,0
744,Sahel,Urbain,7,3,0.75,Femme,47,Aucun,Dur (beton/tuile),Banco (terre),Puits non protege,1,1.3,0,0,4,0,1,0,0,10.1,58,18089.0,1
745,Nord,Rural,9,4,0.8,Femme,48,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,2.98,2,6,7,1,0,1,0,6.3,39,47832.0,0
746,Est,Urbain,7,3,0.75,Femme,49,Primaire,Dur (beton/tuile),Dur,Puits protege/Forage,0,0.0,0,8,14,1,1,1,0,5.0,66,33579.0,0
747,Est,Rural,6,3,1.0,Femme,51,Primaire,Tole,Banco (terre),Robinet/Eau courante,1,0.25,1,3,6,1,1,1,1,6.9,33,28638.0,1
748,Est,Urbain,7,4,1.33,Homme,59,Aucun,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,1.5,1,0,8,1,1,0,0,13.5,53,20844.0,1
749,Centre-Nord,Rural,8,4,1.0,Homme,46,Primaire,Tole,Brique de ciment,Puits non protege,1,3.05,0,2,8,0,1,1,1,9.7,33,58649.0,0
750,Centre-Nord,Urbain,15,6,0.67,Homme,34,Primaire,Tole,Banco (terre),Puits non protege,0,0.0,0,4,7,1,1,1,0,3.6,50,18203.0,1
751,Sahel,Rural,6,3,1.0,Homme,43,Aucun,Tole,Brique de ciment,Puits protege/Forage,0,0.0,0,7,5,1,0,1,1,6.8,66,28649.0,0
752,Est,Urbain,3,1,0.5,Homme,55,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,2.91,2,5,4,0,1,0,0,6.2,61,33719.0,0
753,Sahel,Rural,6,3,1.0,Homme,22,Aucun,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,1,1,3,1,0,1,1,7.6,69,14949.0,1
754,Est,Urbain,7,4,1.33,Homme,22,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,0,0.0,0,3,5,0,1,1,1,4.0,47,19124.0,0
755,Nord,Urbain,11,4,0.57,Homme,57,Aucun,Chaume/Paille,Dur,Robinet/Eau courante,1,0.6,2,3,5,1,0,0,0,4.9,67,21897.0,1
756,Sahel,Urbain,9,5,1.25,Homme,65,Aucun,Dur (beton/tuile),Dur,Puits protege/Forage,0,0.0,6,5,6,1,1,0,1,18.7,41,39651.0,0
757,Est,Rural,7,3,0.75,Homme,29,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.4,3,4,4,1,1,1,0,9.5,45,22092.0,1
758,Boucle du Mouhoun,Rural,5,3,1.5,Homme,46,Aucun,Tole,Banco (terre),Puits non protege,1,0.5,0,3,6,1,0,1,0,7.5,54,14097.0,1
759,Sahel,Rural,11,7,1.75,Homme,40,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,2,2,1,1,0,0,9.5,66,13500.0,1
760,Est,Rural,8,5,1.67,Homme,42,Secondaire,Chaume/Paille,Dur,Puits non protege,1,0.24,0,5,2,1,1,1,1,7.1,43,19051.0,1
761,Centre-Nord,Rural,9,4,0.8,Homme,49,Aucun,Dur (beton/tuile),Brique de ciment,Puits protege/Forage,0,0.0,0,2,8,1,0,1,1,17.4,63,13759.0,0
762,Sahel,Urbain,6,3,1.0,Homme,28,Secondaire,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,0,5,8,1,1,1,0,8.7,56,38021.0,1
763,Sahel,Urbain,9,5,1.25,Homme,31,Aucun,Tole,Brique de ciment,Puits non protege,1,0.79,0,0,5,1,0,0,0,1.9,57,38697.0,1
764,Sahel,Rural,8,5,1.67,Homme,41,Aucun,Tole,Banco (terre),Puits non protege,1,0.45,0,0,5,1,0,1,0,12.6,38,26989.0,1
765,Boucle du Mouhoun,Urbain,5,2,0.67,Homme,43,Secondaire,Chaume/Paille,Banco (terre),Puits non protege,1,1.63,0,3,6,1,1,1,0,6.3,46,23899.0,1
766,Sahel,Urbain,5,2,0.67,Femme,30,Primaire,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,0.78,0,5,10,1,0,0,1,7.6,51,37561.0,0
767,Sahel,Urbain,4,2,1.0,Femme,55,Secondaire,Tole,Banco (terre),Puits non protege,1,0.83,2,3,9,1,1,0,0,10.8,57,36867.0,0
768,Sahel,Rural,7,3,0.75,Homme,40,Aucun,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,1.44,3,2,5,0,0,1,0,6.4,39,17257.0,0
769,Sahel,Rural,5,3,1.5,Homme,40,Primaire,Tole,Banco (terre),Puits protege/Forage,1,2.53,3,4,2,1,0,0,1,9.0,31,18364.0,1
770,Nord,Urbain,7,3,0.75,Homme,49,Primaire,Tole,Brique de ciment,Puits non protege,1,0.95,4,3,7,1,1,0,1,7.4,18,36973.0,0
771,Sahel,Rural,9,4,0.8,Homme,43,Aucun,Chaume/Paille,Dur,Puits protege/Forage,1,0.99,0,2,7,1,0,1,0,14.1,64,30386.0,1
772,Nord,Rural,9,5,1.25,Homme,56,Secondaire,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,0,1,9,1,1,1,0,12.3,67,35373.0,1
773,Nord,Urbain,12,6,1.0,Femme,33,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,3.02,0,3,2,1,0,0,0,4.9,20,17993.0,1
774,Centre-Nord,Urbain,4,3,3.0,Femme,27,Aucun,Tole,Brique de ciment,Puits non protege,1,1.65,0,2,3,1,1,1,0,10.6,53,19182.0,1
775,Sahel,Urbain,5,3,1.5,Homme,41,Primaire,Tole,Banco (terre),Robinet/Eau courante,0,0.0,0,6,11,1,1,1,0,4.6,46,33148.0,0
776,Centre-Nord,Urbain,6,4,2.0,Homme,46,Primaire,Chaume/Paille,Brique de ciment,Puits non protege,1,3.22,0,6,7,0,1,1,0,4.0,71,19794.0,1
777,Nord,Rural,8,5,1.67,Femme,29,Secondaire,Tole,Brique de ciment,Puits non protege,1,0.94,2,3,4,0,1,1,0,4.9,49,,0
778,Sahel,Rural,9,3,0.5,Homme,27,Secondaire,Tole,Banco (terre),Puits non protege,0,0.0,2,3,5,0,0,0,1,6.1,61,19929.0,1
779,Centre-Nord,Rural,5,2,0.67,Femme,47,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,1.78,2,5,5,1,1,1,0,8.6,45,24531.0,0
780,Centre-Nord,Rural,8,5,1.67,Homme,35,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.01,2,2,9,1,1,1,1,6.2,41,57850.0,1
781,Sahel,Rural,4,2,1.0,Homme,26,Superieur,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,0.88,3,4,4,1,1,1,0,5.3,64,18448.0,0
782,Boucle du Mouhoun,Urbain,19,9,0.9,Femme,58,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.62,3,5,5,0,0,0,1,2.6,69,26167.0,1
783,Est,Rural,5,3,1.5,Femme,37,Aucun,Tole,Brique de ciment,Puits non protege,1,1.92,3,5,6,1,0,1,1,18.3,32,67462.0,0
784,Nord,Urbain,6,2,0.5,Homme,60,Secondaire,Tole,Dur,Puits protege/Forage,1,0.17,1,1,1,1,0,0,1,1.8,70,16448.0,0
785,Boucle du Mouhoun,Rural,11,5,0.83,Homme,45,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.13,0,5,5,0,0,1,0,6.0,36,36215.0,1
786,Est,Rural,7,3,0.75,Homme,49,Secondaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.86,3,3,15,1,0,0,0,13.7,15,19537.0,1
787,Centre-Nord,Rural,11,5,0.83,Homme,42,Primaire,Tole,Banco (terre),Puits protege/Forage,1,2.19,0,7,6,0,0,1,1,11.3,52,32234.0,0
788,Est,Rural,2,1,1.0,Femme,18,Secondaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.43,1,4,8,0,0,0,0,9.1,60,76925.0,0
789,Centre-Nord,Urbain,7,3,0.75,Homme,30,Primaire,Tole,Banco (terre),Puits non protege,1,2.14,0,5,4,1,0,1,0,9.2,28,38415.0,0
